months_as_customer,age,policy_bind_date,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_deductable_cat,umbrella_limit_cat,bodily_injuries_cat,incident_hour_cat,vehicles_involved_cat,witnesses_cat,policy_csl_cat
282,46,1991-08-17,OH,1558.86,MALE,MD,other-service,dancing,wife,51100,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,,NO,69400,13880,6940,48580,BMW,M5,2012,N,High,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Basic
222,39,2004-02-29,OH,1757.87,MALE,High School,transport-moving,board-games,not-in-family,71400,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,YES,,55000,5000,10000,40000,Saab,93,1996,Y,Low,None,Major,Morning,Multi-Vehicle,Single Witness,Premium
415,52,2015-02-22,IN,973.5,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,YES,YES,51090,7860,7860,35370,Toyota,Highlander,2003,N,Medium,None,Minor,Afternoon,Two Vehicles,Multiple Witnesses,Standard
51,34,2013-12-25,OH,1430.8,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,,NO,64200,6420,19260,38520,Honda,Civic,2007,Y,Low,None,Major,Evening,Single Vehicle,Multiple Witnesses,Premium
255,45,1990-10-13,IL,1192.27,MALE,High School,sales,base-jumping,own-child,0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,NO,YES,67320,12240,12240,42840,Ford,Fusion,2006,N,Low,None,Major,Afternoon,Single Vehicle,No Witness,Premium
143,31,2014-07-05,IL,1163.83,MALE,Associate,protective-serv,movies,husband,37700,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,YES,,76120,6920,13840,55360,Audi,A5,1999,N,Low,None,Major,Evening,Multi-Vehicle,No Witness,Standard
130,28,1991-11-25,OH,1003.15,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,YES,NO,85020,13080,13080,58860,Ford,Fusion,2010,N,Medium,None,Major,Evening,Two Vehicles,Single Witness,Premium
242,41,1990-10-02,OH,1153.54,MALE,Masters,protective-serv,polo,unmarried,0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,NO,,68090,12380,12380,43330,Toyota,Corolla,2009,N,High,Unknown,None,Early Morning,Multi-Vehicle,Single Witness,Standard
96,27,2009-02-17,IL,1631.1,FEMALE,High School,priv-house-serv,exercise,wife,0,0,2015-01-23,Parked Car,,Trivial Damage,Police,WV,Arlington,,NO,6030,670,670,4690,Nissan,Pathfinder,2007,N,Medium,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Basic
180,35,2005-07-17,IL,1252.48,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,2015-02-10,Vehicle Theft,,Minor Damage,,OH,Springfield,,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,N,Medium,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Premium
150,30,1994-03-12,IN,1677.26,MALE,College,sales,yachting,own-child,40100,0,2015-01-10,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,YES,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N,Medium,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Basic
463,59,1994-08-03,IL,979.73,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y,Medium,None,Minor,Afternoon,Two Vehicles,Multiple Witnesses,Standard
472,64,2012-08-25,IN,989.24,MALE,Masters,other-service,skydiving,not-in-family,0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,NO,NO,70900,14180,7090,49630,Mercedes,ML350,2002,N,Low,None,Major,Afternoon,Single Vehicle,Multiple Witnesses,Standard
75,25,2011-12-02,IL,1389.86,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,,YES,65100,6510,6510,52080,Saab,93,2011,N,Medium,None,Major,Evening,Two Vehicles,Multiple Witnesses,Premium
193,40,2005-02-25,OH,1233.85,FEMALE,College,handlers-cleaners,chess,husband,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,,YES,64260,0,14280,49980,Ford,Escape,1999,N,Low,None,Major,Evening,Multi-Vehicle,Single Witness,Basic
43,43,1997-11-07,IL,1320.39,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,,,79970,7270,21810,50890,Honda,CRV,1996,Y,Low,None,Major,Afternoon,Single Vehicle,Single Witness,Premium
253,41,2004-04-20,IN,1435.09,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,NO,,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N,Medium,None,Major,Afternoon,Single Vehicle,No Witness,Basic
152,30,2009-11-17,IN,1448.54,FEMALE,JD,craft-repair,polo,wife,58600,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,YES,,84590,7690,7690,69210,Toyota,Highlander,2000,Y,Low,None,Minor,Morning,Single Vehicle,Single Witness,Premium
160,38,2009-09-19,OH,1733.56,MALE,High School,sales,sleeping,wife,0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,NO,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N,Low,None,Major,Afternoon,Multi-Vehicle,Single Witness,Standard
56,36,2009-11-08,IN,1533.07,MALE,JD,farming-fishing,exercise,own-child,0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,YES,YES,58500,0,6500,52000,Ford,Escape,2001,N,Low,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Basic
286,41,2001-09-12,IL,1106.77,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,2015-02-26,Parked Car,,Trivial Damage,Police,WV,Columbus,,NO,5000,500,500,4000,Dodge,RAM,2003,N,Low,None,Major,Early Morning,Single Vehicle,No Witness,Basic
3,29,1992-11-27,IL,995.7,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,2015-02-02,Parked Car,,Trivial Damage,Police,PA,Springfield,,,5000,500,1000,3500,Mercedes,E400,2008,Y,Low,Unknown,Major,Early Morning,Single Vehicle,Single Witness,Basic
286,41,1998-12-07,IL,1298.85,FEMALE,High School,sales,camping,other-relative,71300,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,,YES,54450,6050,12100,36300,Saab,92x,2007,N,Medium,Unknown,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
239,38,1990-08-25,OH,1276.73,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,NO,,61920,6880,6880,48160,Saab,93,2003,N,Medium,Unknown,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
64,29,2011-10-22,OH,1202.28,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y,High,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Standard
98,31,1990-02-01,IN,671.92,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,,,64080,7120,7120,49840,Ford,Escape,1997,N,Low,None,Major,Early Morning,Single Vehicle,No Witness,Basic
16,35,1990-11-27,IL,1358.03,MALE,JD,sales,chess,own-child,59300,-31400,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,NO,,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y,Medium,None,Major,Early Morning,Single Vehicle,Single Witness,Standard
70,27,2004-07-16,IN,1008.79,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,2015-01-13,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,NO,,4400,0,550,3850,Toyota,Camry,2000,N,Medium,Unknown,Major,Evening,Single Vehicle,Multiple Witnesses,Standard
75,27,1993-12-10,OH,1141.1,MALE,JD,armed-forces,movies,other-relative,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N,Medium,None,None,Afternoon,Two Vehicles,Single Witness,Basic
246,44,1995-03-08,OH,1397.0,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,NO,NO,61740,6860,6860,48020,Accura,MDX,1997,N,Medium,None,Minor,Morning,Single Vehicle,No Witness,Basic
110,27,2009-08-03,OH,1664.66,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,,,57500,5750,5750,46000,Audi,A3,2010,N,Medium,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Premium
236,39,1996-11-03,IN,1151.39,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,2015-01-01,Parked Car,,Minor Damage,Police,NY,Springfield,YES,,8700,870,1740,6090,Accura,RSX,2003,N,Medium,Unknown,None,Afternoon,Single Vehicle,No Witness,Standard
267,46,2004-08-09,OH,1546.01,FEMALE,MD,adm-clerical,polo,wife,0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,NO,,77100,15420,7710,53970,Volkswagen,Jetta,1996,N,High,None,Major,Early Morning,Multi-Vehicle,Single Witness,Basic
463,57,1991-07-20,IL,1063.67,MALE,Masters,priv-house-serv,dancing,wife,0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,NO,YES,59400,6600,6600,46200,Dodge,Neon,1995,N,Low,None,Major,Afternoon,Single Vehicle,No Witness,Standard
303,46,2005-01-14,IN,709.14,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,NO,NO,54890,9980,4990,39920,Toyota,Corolla,2006,N,Medium,None,Minor,Early Morning,Multi-Vehicle,No Witness,Basic
137,30,2011-12-16,IL,1039.55,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,,,74030,6730,13460,53840,Chevrolet,Tahoe,2005,N,Low,None,Major,Early Morning,Multi-Vehicle,Single Witness,Standard
56,42,1996-07-07,IL,1339.39,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,,YES,61490,11180,11180,39130,BMW,X5,1998,N,Low,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Standard
75,27,1992-08-05,IN,1202.75,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,NO,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N,Medium,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Standard
131,33,1990-10-09,IL,1081.17,MALE,MD,sales,yachting,wife,0,-65200,2015-01-28,Parked Car,,Minor Damage,Police,NY,Northbend,,NO,4900,490,490,3920,Toyota,Camry,2010,N,High,None,None,Early Morning,Single Vehicle,Single Witness,Basic
153,34,1994-02-27,IL,991.39,MALE,High School,tech-support,paintball,other-relative,45600,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N,Low,None,Minor,Early Morning,Multi-Vehicle,No Witness,Standard
255,43,2007-05-06,IN,984.02,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,,,74700,7470,14940,52290,Nissan,Maxima,2007,Y,Low,None,Major,Afternoon,Two Vehicles,Multiple Witnesses,Premium
103,26,2014-04-21,IL,1354.83,MALE,MD,tech-support,sleeping,husband,66300,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,NO,,40600,4060,4060,32480,Volkswagen,Passat,2010,N,Low,None,Major,Afternoon,Two Vehicles,Multiple Witnesses,Basic
97,28,2010-02-11,OH,830.31,MALE,JD,farming-fishing,video-games,husband,0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,,,45270,10060,10060,25150,Jeep,Wrangler,2006,N,Medium,None,Minor,Evening,Single Vehicle,No Witness,Basic
214,36,2000-06-04,IL,987.42,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,NO,,47080,4280,8560,34240,Saab,93,2006,N,High,Unknown,None,Afternoon,Multi-Vehicle,Multiple Witnesses,Basic
438,57,1991-10-05,OH,1119.29,FEMALE,MD,machine-op-inspct,chess,husband,0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,Y,Low,None,None,Afternoon,Single Vehicle,No Witness,Premium
87,27,2004-01-03,OH,1048.39,FEMALE,Masters,transport-moving,polo,own-child,0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,,YES,34650,6300,3150,25200,Ford,F150,1996,N,Low,None,Major,Early Morning,Single Vehicle,Single Witness,Basic
27,28,1992-07-23,OH,1074.47,MALE,MD,protective-serv,camping,wife,0,0,2015-02-13,Parked Car,,Trivial Damage,Police,WV,Riverwood,,,3200,400,400,2400,Jeep,Grand Cherokee,2012,N,Medium,None,Major,Early Morning,Single Vehicle,No Witness,Premium
206,42,1993-10-10,IL,1230.76,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,,NO,78980,7180,14360,57440,Saab,92x,1997,Y,Medium,None,Minor,Early Morning,Single Vehicle,Single Witness,Premium
127,31,2002-07-09,OH,1255.02,MALE,Associate,sales,reading,not-in-family,58200,0,2015-01-13,Parked Car,,Minor Damage,,SC,Riverwood,YES,NO,6160,560,1120,4480,Nissan,Ultima,1996,N,Low,None,Minor,Morning,Single Vehicle,No Witness,Premium
422,60,2010-11-14,IN,1555.52,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,YES,NO,85250,15500,7750,62000,Mercedes,E400,1999,N,Medium,None,Minor,Morning,Single Vehicle,Single Witness,Basic
303,50,1997-03-03,IL,836.11,MALE,Masters,sales,camping,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,YES,NO,72840,12140,6070,54630,Dodge,Neon,2010,N,High,Unknown,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Basic
228,40,1997-03-01,IN,1450.98,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,2015-01-18,Parked Car,,Trivial Damage,Police,WV,Northbend,,NO,6050,1100,1100,3850,Toyota,Camry,2010,N,Low,None,None,Evening,Single Vehicle,Multiple Witnesses,Basic
239,39,1990-08-18,IN,625.08,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,NO,YES,87890,15980,7990,63920,BMW,X6,2014,Y,High,None,Major,Morning,Single Vehicle,Multiple Witnesses,Standard
330,47,2014-05-28,IL,1133.27,FEMALE,High School,craft-repair,chess,wife,0,-56400,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,,YES,60500,11000,5500,44000,Ford,F150,1999,Y,High,None,None,Evening,Two Vehicles,Multiple Witnesses,Basic
128,35,2004-07-22,IN,1366.6,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,,NO,88220,16040,16040,56140,Chevrolet,Malibu,2008,N,Low,None,Major,Morning,Multi-Vehicle,Single Witness,Premium
147,37,2009-08-02,OH,1439.9,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,NO,NO,53680,9760,4880,39040,Accura,MDX,2004,N,Medium,Unknown,Minor,Early Morning,Two Vehicles,Multiple Witnesses,Premium
287,45,2007-07-05,OH,1230.69,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,NO,NO,53800,5380,5380,43040,Accura,MDX,2006,N,Medium,None,None,Evening,Single Vehicle,Multiple Witnesses,Premium
142,29,2010-01-24,OH,1307.68,FEMALE,MD,craft-repair,dancing,husband,0,-48500,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,YES,NO,54360,4530,9060,40770,Mercedes,E400,1995,Y,High,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Basic
162,35,2000-05-15,IL,1124.69,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,YES,YES,54340,9880,4940,39520,Toyota,Camry,2001,N,High,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Premium
140,35,2008-03-21,OH,1520.78,FEMALE,High School,craft-repair,chess,wife,0,-42900,2015-01-21,Parked Car,,Trivial Damage,,SC,Columbus,,YES,2860,520,260,2080,Chevrolet,Tahoe,1997,Y,Medium,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Basic
106,28,1990-05-07,OH,1609.11,MALE,High School,craft-repair,polo,own-child,0,0,2015-01-18,Vehicle Theft,,Minor Damage,Police,WV,Hillsdale,YES,YES,5490,0,1220,4270,Saab,95,1999,N,High,None,Major,Morning,Single Vehicle,Single Witness,Basic
292,45,1991-02-05,IL,1358.91,MALE,Masters,craft-repair,dancing,unmarried,0,0,2015-01-09,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,NO,,7370,670,1340,5360,Suburu,Impreza,1997,N,Medium,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Premium
34,34,1992-03-19,OH,1295.87,FEMALE,PhD,priv-house-serv,chess,husband,0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,,NO,50800,5080,5080,40640,Audi,A3,1997,Y,Low,None,Minor,Early Morning,Multi-Vehicle,No Witness,Premium
290,48,2013-04-24,IL,1161.03,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,,,41520,5190,5190,31140,Nissan,Ultima,2014,N,Low,Unknown,Minor,Evening,Two Vehicles,Single Witness,Standard
182,38,2009-04-10,OH,1441.06,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,,YES,89650,8150,16300,65200,Dodge,RAM,2005,N,High,None,Major,Evening,Single Vehicle,Multiple Witnesses,Premium
362,55,2008-12-01,OH,1097.99,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,NO,NO,39690,0,0,39690,Suburu,Legacy,1998,N,Medium,None,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Basic
143,32,2000-07-05,IL,1464.42,FEMALE,High School,exec-managerial,golf,husband,79900,0,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,,NO,62260,5660,5660,50940,Saab,92x,1995,N,Medium,None,Major,Early Morning,Single Vehicle,No Witness,Premium
183,38,2014-06-11,IL,1543.68,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,NO,YES,51920,9440,4720,37760,Audi,A3,2001,Y,Low,None,None,Afternoon,Single Vehicle,Single Witness,Standard
254,40,1995-04-23,IL,1390.89,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,,,53460,9720,4860,38880,Volkswagen,Jetta,2009,N,Low,Unknown,Major,Evening,Single Vehicle,Multiple Witnesses,Standard
249,43,1990-09-16,OH,1148.58,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,YES,YES,57100,5710,5710,45680,Honda,CRV,2014,N,High,None,Major,Early Morning,Multi-Vehicle,Single Witness,Basic
169,36,1998-12-11,IN,1616.26,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,NO,,77440,14080,7040,56320,Dodge,Neon,2004,N,Low,None,Major,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
235,40,1995-10-09,IL,1398.94,MALE,College,craft-repair,bungie-jumping,husband,0,0,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,NO,NO,68300,6830,13660,47810,Suburu,Forrestor,2003,N,Low,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Premium
112,32,1999-12-21,OH,1238.92,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,2015-02-11,Parked Car,,Trivial Damage,,NY,Arlington,,,5060,460,920,3680,Honda,CRV,2012,N,Medium,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Premium
16,32,2002-07-28,IL,968.46,MALE,MD,tech-support,chess,not-in-family,50800,-66200,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,,,59400,6600,13200,39600,Dodge,RAM,1995,Y,Medium,None,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Basic
128,31,1993-08-03,IL,1045.12,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,NO,,69930,0,15540,54390,Ford,Escape,2013,Y,Low,None,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Basic
103,27,2007-12-16,IN,1537.33,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,YES,NO,77700,7770,15540,54390,Jeep,Wrangler,2008,N,Medium,None,Minor,Morning,Multi-Vehicle,Single Witness,Basic
356,54,2008-02-10,OH,912.3,MALE,College,prof-specialty,yachting,wife,58500,-44000,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,NO,,68750,12500,12500,43750,Audi,A5,2007,Y,Low,None,Major,Evening,Multi-Vehicle,Single Witness,Premium
